Half Yearly,Nửa năm
Half-Yearly,Nửa năm
Hardware,Phần cứng
Head of Marketing and Sales,Trưởng phòng Tiếp thị và Bán hàng
Health Care,Chăm sóc sức khỏe
Healthcare,Chăm sóc sức khỏe
Healthcare (beta),Chăm sóc sức khỏe (beta)
Healthcare Practitioner,Bác sĩ/Người hành nghề y tế
Healthcare Practitioner not available on {0},Bác sĩ/Người hành nghề y tế không có sẵn vào {0}
Healthcare Practitioner {0} not available on {1},Bác sĩ/Người hành nghề y tế {0} không có sẵn vào {1}
Healthcare Service Unit,Đơn vị dịch vụ chăm sóc sức khỏe
Healthcare Service Unit Tree,Cây đơn vị dịch vụ chăm sóc sức khỏe
Healthcare Service Unit Type,Loại đơn vị dịch vụ chăm sóc sức khỏe
Healthcare Services,Các dịch vụ chăm sóc sức khỏe
Healthcare Settings,Cài đặt chăm sóc sức khỏe
Help Results for,Kết quả trợ giúp cho
High,Cao
High Sensitivity,Độ nhạy cao
Hold,Giữ lại
Hold Invoice,Giữ lại hóa đơn
Holiday,Ngày lễ
Holiday List,Danh sách ngày lễ
Hotel Rooms of type {0} are unavailable on {1},Phòng khách sạn loại {0} không có sẵn vào ngày {1}
Hotels,Khách sạn
Hourly,Hàng giờ
Hours,Số giờ
How Pricing Rule is applied?,Quy tắc định giá được áp dụng như thế nào?
Hub Category,Danh mục trung tâm
Hub Sync ID,ID đồng bộ trung tâm
Human Resource,Nguồn nhân lực
Human Resources,Nguồn nhân lực
IGST Amount,Số tiền IGST
IP Address,Địa chỉ IP
ITC Available (whether in full op part),ITC khả dụng (toàn bộ hoặc một phần)
ITC Reversed,ITC đã đảo ngược
Identifying Decision Makers,Xác định người ra quyết định
"If Auto Opt In is checked, then the customers will be automatically linked with the concerned Loyalty Program (on save)","Nếu 'Tự động đăng ký' được chọn, thì khách hàng sẽ tự động được liên kết với Chương trình khách hàng thân thiết liên quan (khi lưu)"
"If multiple Pricing Rules continue to prevail, users are asked to set Priority manually to resolve conflict.","Nếu nhiều Quy tắc định giá tiếp tục tồn tại, người dùng được yêu cầu đặt Ưu tiên thủ công để giải quyết xung đột."
"If selected Pricing Rule is made for 'Rate', it will overwrite Price List. Pricing Rule rate is the final rate, so no further discount should be applied. Hence, in transactions like Sales Order, Purchase Order etc, it will be fetched in 'Rate' field, rather than 'Price List Rate' field.","Nếu Quy tắc định giá được chọn là 'Tỷ lệ', nó sẽ ghi đè lên Bảng giá. Tỷ lệ Quy tắc định giá là tỷ lệ cuối cùng, vì vậy không nên áp dụng thêm chiết khấu. Do đó, trong các giao dịch như Đơn đặt hàng, Đơn mua hàng, v.v., nó sẽ được lấy trong trường 'Tỷ lệ', thay vì trường 'Tỷ lệ bảng giá'."
"If two or more Pricing Rules are found based on the above conditions, Priority is applied. Priority is a number between 0 to 20 while default value is zero (blank). Higher number means it will take precedence if there are multiple Pricing Rules with same conditions.","Nếu tìm thấy hai hoặc nhiều Quy tắc định giá dựa trên các điều kiện trên, Ưu tiên sẽ được áp dụng. Ưu tiên là một số từ 0 đến 20 trong khi giá trị mặc định là 0 (trống). Số cao hơn có nghĩa là nó sẽ được ưu tiên nếu có nhiều Quy tắc định giá với cùng điều kiện."
"If unlimited expiry for the Loyalty Points, keep the Expiry Duration empty or 0.","Nếu điểm thưởng khách hàng thân thiết không có thời hạn, hãy để trống hoặc đặt Thời gian hết hạn là 0."
"If you have any questions, please get back to us.","Nếu bạn có bất kỳ câu hỏi nào, vui lòng liên hệ lại với chúng tôi."
Ignore Existing Ordered Qty,Bỏ qua số lượng đã đặt hàng hiện có
Image,Hình ảnh
Image View,Chế độ xem hình ảnh
Import Data,Nhập dữ liệu
Import Day Book Data,Nhập dữ liệu sổ nhật ký
Import Log,Nhật ký nhập khẩu
Import Master Data,Nhập dữ liệu chính
Import in Bulk,Nhập số lượng lớn
Import of goods,Nhập khẩu hàng hóa
Import of services,Nhập khẩu dịch vụ
Importing Items and UOMs,Nhập vật tư và Đơn vị đo lường
Importing Parties and Addresses,Nhập đối tác và địa chỉ
In Maintenance,Đang bảo trì
In Production,Đang sản xuất
In Qty,Số lượng nhập
In Stock Qty,Số lượng tồn kho
In Stock:,Trong kho:
In Value,Trong giá trị
"In the case of multi-tier program, Customers will be auto assigned to the concerned tier as per their spent","Trong trường hợp chương trình đa cấp, Khách hàng sẽ tự động được gán vào cấp tương ứng theo số tiền đã chi tiêu của họ"
Inactive,Không hoạt động
Incentives,Ưu đãi
Include Default FB Entries,Bao gồm các mục nhập FB mặc định
Include Exploded Items,Bao gồm các vật tư đã bung
Include POS Transactions,Bao gồm các giao dịch POS
Include UOM,Bao gồm Đơn vị đo lường
Included in Gross Profit,Bao gồm trong Lợi nhuận gộp
Income,Thu nhập
Income Account,Tài khoản thu nhập
Income Tax,Thuế thu nhập
Incoming,Đầu vào
Incoming Rate,Giá mua vào
Incorrect number of General Ledger Entries found. You might have selected a wrong Account in the transaction.,Số lượng bút toán sổ cái tổng hợp không chính xác. Bạn có thể đã chọn sai Tài khoản trong giao dịch.
Increment cannot be 0,Tăng không thể bằng 0
Increment for Attribute {0} cannot be 0,Tăng cho Thuộc tính {0} không thể bằng 0
Indirect Expenses,Chi phí gián tiếp
Indirect Income,Thu nhập gián tiếp
Individual,Cá nhân
Ineligible ITC,ITC không đủ điều kiện
Initiated,Đã khởi tạo
Inpatient Record,Hồ sơ bệnh nhân nội trú
Installation Note,Phiếu lắp đặt
Installation Note {0} has already been submitted,Phiếu lắp đặt {0} đã được nộp
Installation date cannot be before delivery date for Item {0},Ngày lắp đặt không thể trước ngày giao hàng cho Vật tư {0}
Installing presets,Đang cài đặt cài đặt trước
Institute Abbreviation,Tên viết tắt của Viện
Institute Name,Tên Viện
Instructor,Giáo viên hướng dẫn
Insufficient Stock,Thiếu kho
Insurance Start date should be less than Insurance End date,Ngày bắt đầu bảo hiểm phải nhỏ hơn Ngày kết thúc bảo hiểm
Integrated Tax,Thuế tích hợp
Inter-State Supplies,Cung cấp liên bang
Internet Publishing,Xuất bản Internet
Intra-State Supplies,Cung cấp trong nội bộ bang
Introduction,Giới thiệu
Invalid Attribute,Thuộc tính không hợp lệ
Invalid Blanket Order for the selected Customer and Item,Đơn đặt hàng khung không hợp lệ cho Khách hàng và Vật tư đã chọn
Invalid Company for Inter Company Transaction.,Công ty không hợp lệ cho Giao dịch giữa các công ty.
Invalid GSTIN! A GSTIN must have 15 characters.,GSTIN không hợp lệ! GSTIN phải có 15 ký tự.
Invalid GSTIN! First 2 digits of GSTIN should match with State number {0}.,GSTIN không hợp lệ! 2 chữ số đầu tiên của GSTIN phải khớp với số Bang {0}.
Invalid GSTIN! The input you've entered doesn't match the format of GSTIN.,GSTIN không hợp lệ! Đầu vào bạn đã nhập không khớp với định dạng của GSTIN.
Invalid Posting Time,Thời gian đăng bài không hợp lệ
Invalid attribute {0} {1},Thuộc tính không hợp lệ {0} {1}
Invalid quantity specified for item {0}. Quantity should be greater than 0.,Số lượng không hợp lệ được chỉ định cho vật tư {0}. Số lượng phải lớn hơn 0.
Invalid reference {0} {1},Tham chiếu không hợp lệ {0} {1}
Invalid {0},{0} không hợp lệ
Invalid {0} for Inter Company Transaction.,{0} không hợp lệ cho Giao dịch giữa các công ty.
Invalid {0}: {1},{0} không hợp lệ: {1}
Inventory,Tồn kho
Investment Banking,Ngân hàng đầu tư
Investments,Đầu tư
Invoice,Hóa đơn
Invoice Created,Hóa đơn đã tạo
Invoice Discounting,Chiết khấu hóa đơn
Invoice Patient Registration,Đăng ký hóa đơn bệnh nhân
Invoice Posting Date,Ngày đăng hóa đơn
Invoice Type,Loại hóa đơn
Invoice already created for all billing hours,Hóa đơn đã được tạo cho tất cả các giờ có thể lập hóa đơn
Invoice can't be made for zero billing hour,Không thể lập hóa đơn cho giờ thanh toán bằng không
Invoice {0} no longer exists,Hóa đơn {0} không còn tồn tại
Invoiced,Đã lập hóa đơn
Invoiced Amount,Số tiền đã lập hóa đơn
Invoices,Các hóa đơn
Invoices for Costumers.,Hóa đơn cho khách hàng.
Inward supplies from ISD,Các khoản cung cấp đầu vào từ ISD
Inward supplies liable to reverse charge (other than 1 & 2 above),Các khoản cung cấp đầu vào phải chịu thuế ngược (khác với 1 & 2 ở trên)
Is Active,Đang hoạt động
Is Default,Là mặc định
Is Existing Asset,Là tài sản hiện có
Is Frozen,Đã đóng băng
Is Group,Là nhóm
Issue,Vấn đề
Issue Material,Xuất vật tư
Issued,Đã xuất
Issues,Các vấn đề
It is needed to fetch Item Details.,Cần thiết để lấy chi tiết vật tư.
Item,Vật tư
Item 1,Vật tư 1
Item 2,Vật tư 2
Item 3,Vật tư 3
Item 4,Vật tư 4
Item 5,Vật tư 5
Item Cart,Giỏ vật tư
Item Code,Mã vật tư
Item Code cannot be changed for Serial No.,Mã vật tư không thể thay đổi đối với Số Serial.
Item Code required at Row No {0},Yêu cầu mã vật tư ở Dòng số {0}
Item Description,Mô tả vật tư
Item Group,Nhóm vật tư
Item Group Tree,Cây nhóm vật tư
Item Group not mentioned in item master for item {0},Nhóm vật tư không được đề cập trong thông tin chính vật tư cho vật tư {0}
Item Name,Tên vật tư
Item Price added for {0} in Price List {1},Giá vật tư đã thêm cho {0} trong Bảng giá {1}
"Item Price appears multiple times based on Price List, Supplier/Customer, Currency, Item, UOM, Qty and Dates.","Giá vật tư xuất hiện nhiều lần dựa trên Bảng giá, Nhà cung cấp/Khách hàng, Tiền tệ, Vật tư, Đơn vị đo lường, Số lượng và Ngày."
Item Price updated for {0} in Price List {1},Giá vật tư đã cập nhật cho {0} trong Bảng giá {1}
Item Row {0}: {1} {2} does not exist in above '{1}' table,Dòng vật tư {0}: {1} {2} không tồn tại trong bảng '{1}' ở trên
Item Tax Row {0} must have account of type Tax or Income or Expense or Chargeable,Dòng thuế vật tư {0} phải có tài khoản loại Thuế hoặc Thu nhập hoặc Chi phí hoặc Có thể tính phí
Item Template,Mẫu vật tư
Item Variant Settings,Cài đặt biến thể vật tư
Item Variant {0} already exists with same attributes,Biến thể vật tư {0} đã tồn tại với các thuộc tính giống nhau
Item Variants,Các biến thể vật tư
Item Variants updated,Các biến thể vật tư đã cập nhật
Item has variants.,Vật tư có biến thể.
Item must be added using 'Get Items from Purchase Receipts' button,Vật tư phải được thêm bằng cách sử dụng nút 'Lấy vật tư từ Phiếu nhập mua'
Item valuation rate is recalculated considering landed cost voucher amount,Giá trị định giá vật tư được tính lại dựa trên số tiền chứng từ chi phí phát sinh
Item variant {0} exists with same attributes,Biến thể vật tư {0} tồn tại với các thuộc tính giống nhau
Item {0} does not exist,Vật tư {0} không tồn tại
Item {0} does not exist in the system or has expired,Vật tư {0} không tồn tại trong hệ thống hoặc đã hết hạn
Item {0} has already been returned,Vật tư {0} đã được trả lại
Item {0} has been disabled,Vật tư {0} đã bị vô hiệu hóa
Item {0} has reached its end of life on {1},Vật tư {0} đã hết vòng đời vào {1}
Item {0} ignored since it is not a stock item,Vật tư {0} bị bỏ qua vì nó không phải là vật tư lưu kho
"Item {0} is a template, please select one of its variants","Vật tư {0} là một mẫu, vui lòng chọn một trong các biến thể của nó"
Item {0} is cancelled,Vật tư {0} đã bị hủy
Item {0} is disabled,Vật tư {0} đã bị vô hiệu hóa
Item {0} is not a serialized Item,Vật tư {0} không phải là vật tư có số serial
Item {0} is not a stock Item,Vật tư {0} không phải là vật tư lưu kho
Item {0} is not active or end of life has been reached,Vật tư {0} không hoạt động hoặc đã hết vòng đời
Item {0} is not setup for Serial Nos. Check Item master,Vật tư {0} chưa được thiết lập cho Số Serial. Kiểm tra thông tin chính vật tư
Item {0} is not setup for Serial Nos. Column must be blank,Vật tư {0} chưa được thiết lập cho Số Serial. Cột phải để trống
Item {0} must be a Fixed Asset Item,Vật tư {0} phải là Vật tư Tài sản cố định
Item {0} must be a Sub-contracted Item,Vật tư {0} phải là Vật tư gia công
Item {0} must be a non-stock item,Vật tư {0} phải là vật tư không lưu kho
Item {0} must be a stock Item,Vật tư {0} phải là vật tư lưu kho
Item {0} not found,Không tìm thấy vật tư {0}
Item {0} not found in 'Raw Materials Supplied' table in Purchase Order {1},Không tìm thấy vật tư {0} trong bảng 'Vật tư nguyên liệu đã cung cấp' trong Đơn mua hàng {1}
Item {0}: Ordered qty {1} cannot be less than minimum order qty {2} (defined in Item).,Vật tư {0}: Số lượng đặt hàng {1} không thể nhỏ hơn số lượng đặt hàng tối thiểu {2} (được định nghĩa trong Vật tư).
Item: {0} does not exist in the system,Vật tư: {0} không tồn tại trong hệ thống
Items,Các vật tư
Items Filter,Bộ lọc vật tư
Items and Pricing,Vật tư và Định giá
Items for Raw Material Request,Vật tư cho Yêu cầu nguyên vật liệu
Job Card,Phiếu công việc
Job card {0} created,Phiếu công việc {0} đã tạo
Join,Tham gia
Journal Entries {0} are un-linked,Các bút toán nhật ký {0} chưa được liên kết
Journal Entry,Bút toán nhật ký
Journal Entry {0} does not have account {1} or already matched against other voucher,Bút toán nhật ký {0} không có tài khoản {1} hoặc đã được khớp với chứng từ khác
Kanban Board,Bảng Kanban
Key Reports,Các báo cáo chính
LMS Activity,Hoạt động LMS
Lab Test,Xét nghiệm
Lab Test Report,Báo cáo xét nghiệm
Lab Test Sample,Mẫu xét nghiệm
Lab Test Template,Mẫu xét nghiệm
Lab Test UOM,Đơn vị đo lường xét nghiệm
Lab Tests and Vital Signs,Các xét nghiệm và Dấu hiệu sinh tồn
Lab result datetime cannot be before testing datetime,Thời gian kết quả xét nghiệm không thể trước thời gian xét nghiệm
Lab testing datetime cannot be before collection datetime,Thời gian xét nghiệm không thể trước thời gian lấy mẫu
Label,Nhãn
Laboratory,Phòng thí nghiệm
Large,Lớn
Last Communication,Liên lạc cuối cùng
Last Communication Date,Ngày liên lạc cuối cùng
Last Name,Tên cuối
Last Order Amount,Số tiền đơn hàng cuối cùng
Last Order Date,Ngày đơn hàng cuối cùng
Last Purchase Price,Giá mua cuối cùng
Last Purchase Rate,Giá mua cuối cùng
Latest,Mới nhất
Latest price updated in all BOMs,Giá mới nhất đã cập nhật trong tất cả các BOM
Lead,Khách hàng tiềm năng
Lead Count,Số lượng khách hàng tiềm năng
Lead Owner,Người chịu trách nhiệm khách hàng tiềm năng
Lead Owner cannot be same as the Lead,Người chịu trách nhiệm khách hàng tiềm năng không thể giống với Khách hàng tiềm năng
Lead Time Days,Số ngày dẫn đầu
Lead to Quotation,Khách hàng tiềm năng thành Báo giá
"Leads help you get business, add all your contacts and more as your leads","Khách hàng tiềm năng giúp bạn có được công việc kinh doanh, thêm tất cả các liên hệ của bạn và hơn thế nữa làm khách hàng tiềm năng của bạn"
Learn,Tìm hiểu
Leave Management,Quản lý nghỉ phép
Leave and Attendance,Nghỉ phép và Điểm danh
Leave application {0} already exists against the student {1},Đơn xin nghỉ phép {0} đã tồn tại đối với học sinh/sinh viên {1}
Leaves has been granted sucessfully,Nghỉ phép đã được cấp thành công
Leaves must be allocated in multiples of 0.5,Nghỉ phép phải được phân bổ theo bội số của 0.5
Ledger,Sổ cái
Legal,Pháp lý
Legal Expenses,Chi phí pháp lý
Letter Head,Tiêu đề thư
Letter Heads for print templates.,Tiêu đề thư cho các mẫu in.
Level,Cấp độ
Liability,Nợ phải trả
Limit Crossed,Vượt hạn mức
Link to Material Request,Liên kết đến Yêu cầu vật tư
List of all share transactions,Danh sách tất cả các giao dịch cổ phiếu
List of available Shareholders with folio numbers,Danh sách các Cổ đông hiện có với số folio
Loading Payment System,Đang tải hệ thống thanh toán
Loan,Khoản vay
Loan Start Date and Loan Period are mandatory to save the Invoice Discounting,Ngày bắt đầu khoản vay và Thời gian khoản vay là bắt buộc để lưu Chiết khấu hóa đơn
Loans (Liabilities),Các khoản vay (Nợ phải trả)
Loans and Advances (Assets),Các khoản vay và tạm ứng (Tài sản)
Local,Địa phương
Logs for maintaining sms delivery status,Nhật ký duy trì trạng thái gửi SMS
Lost,Mất
Lost Reasons,Lý do mất
Low,Thấp
Low Sensitivity,Độ nhạy thấp
Lower Income,Thu nhập thấp
Loyalty Amount,Số tiền khách hàng thân thiết
Loyalty Point Entry,Mục nhập điểm khách hàng thân thiết
Loyalty Points,Điểm khách hàng thân thiết
"Loyalty Points will be calculated from the spent done (via the Sales Invoice), based on collection factor mentioned.","Điểm khách hàng thân thiết sẽ được tính toán từ số tiền đã chi tiêu (thông qua Hóa đơn bán hàng), dựa trên hệ số thu thập được đề cập."
Loyalty Points: {0},Điểm khách hàng thân thiết: {0}
Loyalty Program,Chương trình khách hàng thân thiết
Main,Chính
Maintenance,Bảo trì
Maintenance Log,Nhật ký bảo trì
Maintenance Manager,Trưởng phòng bảo trì
Maintenance Schedule,Lịch bảo trì
Maintenance Schedule is not generated for all the items. Please click on 'Generate Schedule',Lịch bảo trì chưa được tạo cho tất cả các vật tư. Vui lòng nhấp vào 'Tạo lịch biểu'
Maintenance Schedule {0} exists against {1},Lịch bảo trì {0} tồn tại đối với {1}
Maintenance Schedule {0} must be cancelled before cancelling this Sales Order,Lịch bảo trì {0} phải bị hủy trước khi hủy Đơn bán hàng này
Maintenance Status has to be Cancelled or Completed to Submit,Trạng thái bảo trì phải là Đã hủy hoặc Đã hoàn thành để gửi
Maintenance User,Người dùng bảo trì
Maintenance Visit,Chuyến thăm bảo trì
Maintenance Visit {0} must be cancelled before cancelling this Sales Order,Chuyến thăm bảo trì {0} phải bị hủy trước khi hủy Đơn bán hàng này
Maintenance start date can not be before delivery date for Serial No {0},Ngày bắt đầu bảo trì không thể trước ngày giao hàng cho Số Serial {0}
Make,Tạo
Make Payment,Thanh toán
Make project from a template.,Tạo dự án từ một mẫu.
Making Stock Entries,Lập phiếu nhập xuất kho
Male,Nam
Manage Customer Group Tree.,Quản lý Cây nhóm khách hàng.
Manage Sales Partners.,Quản lý đối tác bán hàng.
Manage Sales Person Tree.,Quản lý Cây nhân viên bán hàng.
Manage Territory Tree.,Quản lý Cây khu vực.
Manage your orders,Quản lý đơn hàng của bạn
Management,Quản lý
Manager,Người quản lý
Managing Projects,Quản lý dự án
Managing Subcontracting,Quản lý gia công
Mandatory,Bắt buộc
Mandatory field - Academic Year,Trường bắt buộc - Năm học
Mandatory field - Get Students From,Trường bắt buộc - Lấy học sinh/sinh viên từ
Mandatory field - Program,Trường bắt buộc - Chương trình
Manufacture,Sản xuất
Manufacturer,Nhà sản xuất
Manufacturer Part Number,Số linh kiện của nhà sản xuất
Manufacturing,Sản xuất
Manufacturing Quantity is mandatory,Số lượng sản xuất là bắt buộc
Mapping,Ánh xạ
Mapping Type,Loại ánh xạ
Mark Absent,Đánh dấu vắng mặt
Mark Half Day,Đánh dấu nửa ngày
Mark Present,Đánh dấu hiện diện
Marketing,Tiếp thị
Marketing Expenses,Chi phí tiếp thị
Marketplace,Thị trường
Marketplace Error,Lỗi thị trường
Masters,Thông tin chính
Match Payments with Invoices,Khớp các khoản thanh toán với hóa đơn
Match non-linked Invoices and Payments.,Khớp các hóa đơn và thanh toán không liên kết.
Material,Vật tư
Material Consumption,Tiêu thụ vật tư
Material Consumption is not set in Manufacturing Settings.,Tiêu thụ vật tư không được đặt trong Cài đặt sản xuất.
Material Receipt,Phiếu nhập kho vật tư
Material Request,Yêu cầu vật tư
Material Request Date,Ngày yêu cầu vật tư
Material Request No,Số yêu cầu vật tư
"Material Request not created, as quantity for Raw Materials already available.","Yêu cầu vật tư không được tạo, vì số lượng nguyên liệu thô đã có sẵn."
Material Request of maximum {0} can be made for Item {1} against Sales Order {2},Yêu cầu vật tư tối đa {0} có thể được tạo cho Vật tư {1} đối với Đơn bán hàng {2}
Material Request to Purchase Order,Yêu cầu vật tư thành Đơn mua hàng
Material Request {0} is cancelled or stopped,Yêu cầu vật tư {0} đã bị hủy hoặc dừng
Material Request {0} submitted.,Yêu cầu vật tư {0} đã nộp.
Material Transfer,Chuyển vật tư
Material Transferred,Vật tư đã chuyển
Material to Supplier,Vật tư cho nhà cung cấp
Max discount allowed for item: {0} is {1}%,Chiết khấu tối đa cho vật tư: {0} là {1}%
Max: {0},Tối đa: {0}
Maximum Samples - {0} can be retained for Batch {1} and Item {2}.,Số lượng mẫu tối đa - {0} có thể được giữ lại cho Lô {1} và Vật tư {2}.
Maximum Samples - {0} have already been retained for Batch {1} and Item {2} in Batch {3}.,Số lượng mẫu tối đa - {0} đã được giữ lại cho Lô {1} và Vật tư {2} trong Lô {3}.
Maximum discount for Item {0} is {1}%,Chiết khấu tối đa cho Vật tư {0} là {1}%
Medical Code,Mã y tế
Medical Code Standard,Tiêu chuẩn mã y tế
Medical Department,Phòng ban y tế
Medical Record,Hồ sơ y tế
Medium,Trung bình
Member Activity,Hoạt động thành viên
Member ID,ID thành viên
Member Name,Tên thành viên
Member information.,Thông tin thành viên.
Membership,Tư cách thành viên
Membership Details,Chi tiết tư cách thành viên
Membership ID,ID tư cách thành viên
Membership Type,Loại tư cách thành viên
Memebership Details,Chi tiết thành viên
Memebership Type Details,Chi tiết loại thành viên
Merge,Gộp
Merge Account,Gộp tài khoản
Merge with Existing Account,Gộp với tài khoản hiện có
"Merging is only possible if following properties are same in both records. Is Group, Root Type, Company","Việc gộp chỉ có thể thực hiện được nếu các thuộc tính sau giống nhau trong cả hai bản ghi. Là Nhóm, Loại gốc, Công ty"
Message Examples,Ví dụ thông báo
Message Sent,Tin nhắn đã gửi
Method,Phương pháp
Middle Income,Thu nhập trung bình
Middle Name,Tên đệm
Middle Name (Optional),Tên đệm (Tùy chọn)
Min Amt can not be greater than Max Amt,Số tiền tối thiểu không thể lớn hơn Số tiền tối đa
Min Qty can not be greater than Max Qty,Số lượng tối thiểu không thể lớn hơn Số lượng tối đa
Minimum Lead Age (Days),Tuổi khách hàng tiềm năng tối thiểu (Ngày)
Miscellaneous Expenses,Chi phí linh tinh
Missing Currency Exchange Rates for {0},Thiếu tỷ giá hối đoái cho {0}
Missing email template for dispatch. Please set one in Delivery Settings.,Thiếu mẫu email để xuất hàng. Vui lòng đặt một mẫu trong Cài đặt giao hàng.
"Missing value for Password, API Key or Shopify URL","Thiếu giá trị cho Mật khẩu, Khóa API hoặc URL Shopify"
Mode of Payment,Hình thức thanh toán
Mode of Payments,Hình thức thanh toán
Mode of Transport,Hình thức vận chuyển
Mode of Transportation,Hình thức vận chuyển
Model,Mô hình
Moderate Sensitivity,Độ nhạy vừa phải
Monday,Thứ hai
Monthly,Hàng tháng
Monthly Distribution,Phân phối hàng tháng
More,Thêm
More Information,Thông tin thêm
More...,Thêm...
Motion Picture & Video,Phim điện ảnh & Video
Move,Di chuyển
Move Item,Di chuyển vật tư
Multi Currency,Đa tiền tệ
Multiple Item prices.,Nhiều giá vật tư.
Multiple Loyalty Program found for the Customer. Please select manually.,Tìm thấy nhiều Chương trình khách hàng thân thiết cho Khách hàng. Vui lòng chọn thủ công.
"Multiple Price Rules exists with same criteria, please resolve conflict by assigning priority. Price Rules: {0}","Nhiều Quy tắc giá tồn tại với cùng tiêu chí, vui lòng giải quyết xung đột bằng cách gán ưu tiên. Các Quy tắc giá: {0}"
Multiple Variants,Nhiều biến thể
Multiple fiscal years exist for the date {0}. Please set company in Fiscal Year,Nhiều năm tài chính tồn tại cho ngày {0}. Vui lòng đặt công ty trong Năm tài chính
Music,Âm nhạc
Name error: {0},Lỗi tên: {0}
Name of new Account. Note: Please don't create accounts for Customers and Suppliers,Tên tài khoản mới. Lưu ý: Vui lòng không tạo tài khoản cho Khách hàng và Nhà cung cấp
Name or Email is mandatory,Tên hoặc Email là bắt buộc
Nature Of Supplies,Bản chất của các khoản cung cấp
Navigating,Điều hướng
Needs Analysis,Phân tích nhu cầu
Negative Quantity is not allowed,Không cho phép số lượng âm
Negative Valuation Rate is not allowed,Không cho phép tỷ lệ định giá âm
Negotiation/Review,Đàm phán/Đánh giá
Net Asset value as on,Giá trị tài sản ròng tính đến
Net Cash from Financing,Tiền mặt ròng từ tài chính
Net Cash from Investing,Tiền mặt ròng từ đầu tư
Net Cash from Operations,Tiền mặt ròng từ hoạt động
Net Change in Accounts Payable,Thay đổi ròng trong công nợ phải trả
Net Change in Accounts Receivable,Thay đổi ròng trong công nợ phải thu
Net Change in Cash,Thay đổi ròng trong tiền mặt
Net Change in Equity,Thay đổi ròng trong vốn chủ sở hữu
Net Change in Fixed Asset,Thay đổi ròng trong tài sản cố định
Net Change in Inventory,Thay đổi ròng trong tồn kho
Net ITC Available(A) - (B),ITC khả dụng ròng (A) - (B)
Net Profit,Lợi nhuận ròng
Net Total,Tổng cộng ròng
New Account Name,Tên tài khoản mới
New Address,Địa chỉ mới
New BOM,BOM mới
New Batch ID (Optional),ID lô mới (Tùy chọn)
New Batch Qty,Số lượng lô mới
New Company,Công ty mới
New Cost Center Name,Tên trung tâm chi phí mới
New Customer Revenue,Doanh thu khách hàng mới
New Customers,Khách hàng mới
New Department,Phòng ban mới
New Employee,Nhân viên mới
New Location,Vị trí mới
New Quality Procedure,Quy trình chất lượng mới
New Sales Invoice,Hóa đơn bán hàng mới
New Sales Person Name,Tên nhân viên bán hàng mới
New Serial No cannot have Warehouse. Warehouse must be set by Stock Entry or Purchase Receipt,Số Serial mới không thể có Kho. Kho phải được đặt bằng Phiếu nhập kho hoặc Phiếu nhập mua
New Warehouse Name,Tên kho mới
New credit limit is less than current outstanding amount for the customer. Credit limit has to be atleast {0},Hạn mức tín dụng mới nhỏ hơn số tiền công nợ hiện tại của khách hàng. Hạn mức tín dụng phải ít nhất là {0}
New task,Nhiệm vụ mới
New {0} pricing rules are created,Đã tạo {0} quy tắc định giá mới
Newspaper Publishers,Các nhà xuất bản báo
Next,Tiếp theo
Next Contact By cannot be same as the Lead Email Address,Liên hệ tiếp theo bởi không thể giống với Địa chỉ email của khách hàng tiềm năng
Next Contact Date cannot be in the past,Ngày liên hệ tiếp theo không thể là ngày trong quá khứ
Next Steps,Các bước tiếp theo
No Action,Không có hành động
No Customers yet!,Chưa có khách hàng!
No Data,Không có dữ liệu
No Delivery Note selected for Customer {},Không có Phiếu giao hàng được chọn cho Khách hàng {}
No Item with Barcode {0},Không có vật tư có mã vạch {0}
No Item with Serial No {0},Không có vật tư có số Serial {0}
No Items available for transfer,Không có vật tư nào sẵn sàng để chuyển
No Items selected for transfer,Không có vật tư nào được chọn để chuyển
No Items to pack,Không có vật tư nào để đóng gói
No Items with Bill of Materials to Manufacture,Không có vật tư nào có định mức vật tư để sản xuất
No Items with Bill of Materials.,Không có vật tư nào có định mức vật tư.
No Permission,Không có quyền
No Remarks,Không có ghi chú
No Result to submit,Không có kết quả để gửi
No Student Groups created.,Không có nhóm học sinh/sinh viên nào được tạo.
No Students in,Không có học sinh/sinh viên nào trong
No Tax Withholding data found for the current Fiscal Year.,Không tìm thấy dữ liệu khấu trừ thuế cho Năm tài chính hiện tại.
No Work Orders created,Không có lệnh sản xuất nào được tạo
No accounting entries for the following warehouses,Không có bút toán kế toán cho các kho sau
No contacts with email IDs found.,Không tìm thấy liên hệ nào có ID email.
No data for this period,Không có dữ liệu cho giai đoạn này
No description given,Không có mô tả nào được đưa ra
No employees for the mentioned criteria,Không có nhân viên cho các tiêu chí được đề cập
No gain or loss in the exchange rate,Không có lãi hoặc lỗ từ tỷ giá hối đoái
No items listed,Không có vật tư nào được liệt kê
No items to be received are overdue,Không có vật tư nào cần nhận đã quá hạn
No material request created,Không có yêu cầu vật tư nào được tạo
No of Interactions,Số lượng tương tác
No of Shares,Số lượng cổ phiếu
No pending Material Requests found to link for the given items.,Không tìm thấy yêu cầu vật tư đang chờ xử lý nào để liên kết cho các vật tư đã cho.
No products found,Không tìm thấy sản phẩm nào
No products found.,Không tìm thấy sản phẩm nào.
No record found,Không tìm thấy bản ghi
No records found in the Invoice table,Không tìm thấy bản ghi trong bảng Hóa đơn
